Name,minLevel,maxLevel,Times,LocationTypes,Biome,AntiBiome,Rarity
Linoone form:galarian,21,31,NIGHT,Grass,"minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing, minecraft:snowy_plains, biomesoplenty:tundra",NONE,40.0
Linoone form:galarian,21,31,NIGHT,Land,"minecraft:plains, minecraft:sunflower_plains, minecraft:meadow, biomesoplenty:field, biomesoplenty:grassland, biomesoplenty:meadow, biomesoplenty:moor, biomesoplenty:overgrown_greens, biomesoplenty:pasture, biomesoplenty:prairie, biomesoplenty:pumpkin_patch, biomesoplenty:rocky_shrubland, biomesoplenty:scrubland, biomesoplenty:shrubland, biomeswevegone:coconino_meadow, biomeswevegone:firecracker_chaparral, biomeswevegone:prairie, biomeswevegone:pumpkin_valley, terralith:brushland, terralith:hot_shrubland, terralith:shrubland, terralith:steppe, terralith:valley_clearing, minecraft:snowy_plains, biomesoplenty:tundra, biomeswevegone:crimson_tundra",NONE,40.0
Litleo,21,34,DAY,Land,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,170.0
Litleo,21,34,ANY,Curry,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,100.0
Litleo,21,34,DAY,Grass,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,170.0
Litten,5,16,ANY,Curry,"minecraft:jungle, minecraft:bamboo_jungle",NONE,5.0
Litten,5,16,DAY,Grass,"minecraft:jungle, minecraft:bamboo_jungle, byg:guiana_shield, byg:tropical_rainforest_hills",NONE,10.0
Litten,2,16,DAY,"Land, Tree Top","minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle",NONE,10.0
Litten,2,16,NIGHT,"Land, Tree Top",pixelmon:ultra_jungle,NONE,10.0
Litwick,5,25,ANY,Curry,"minecraft:dark_forest, biomeswevegone:black_forest, biomeswevegone:ebony_woods",NONE,70.0
Litwick,2,25,NIGHT,Land,"minecraft:dark_forest, biomeswevegone:black_forest, biomeswevegone:ebony_woods",NONE,130.0
Litwick,5,25,NIGHT,Grass,"minecraft:dark_forest, biomeswevegone:black_forest, biomeswevegone:ebony_woods",NONE,130.0
Litwick,2,25,ANY,"Indoors, Land","minecraft:dark_forest, biomeswevegone:black_forest, biomeswevegone:ebony_woods",NONE,130.0
Lokix,25,45,AFTERNOON,Land,"minecraft:savanna, minecraft:savanna_plateau, minecraft:windswept_savanna, biomesoplenty:lush_savanna, biomeswevegone:araucaria_savanna, biomeswevegone:atacama_outback, biomeswevegone:baobab_savanna, biomeswevegone:ironwood_gour, terralith:arid_highlands, terralith:fractured_savanna, terralith:savanna_badlands, terralith:savanna_slopes",NONE,30.0
Lombre,25,40,ANY,Super Rod,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis, pixelmon:ultra_forest",NONE,100.0
Lombre,15,30,ANY,Good Rod,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis, pixelmon:ultra_forest",NONE,130.0
Lombre,25,40,ANY,Grass,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis",NONE,8.0
Lombre,25,40,ANY,Land,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis",NONE,8.0
Lopunny,28,47,DAY,Land,"minecraft:snowy_taiga, biomesoplenty:auroral_garden, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_forest, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, terralith:alpha_islands_winter, terralith:alpine_grove, terralith:siberian_grove, terralith:skylands_winter, terralith:snowy_cherry_grove, terralith:snowy_maple_forest, terralith:snowy_shield, terralith:wintry_forest",NONE,6.0
Lopunny,28,47,DAY,Grass,"minecraft:snowy_taiga, biomesoplenty:auroral_garden, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_forest, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, terralith:alpha_islands_winter, terralith:alpine_grove, terralith:siberian_grove, terralith:skylands_winter, terralith:snowy_cherry_grove, terralith:snowy_maple_forest, terralith:snowy_shield, terralith:wintry_forest",NONE,6.0
Lopunny,ANY,ANY,ANY,Land,"minecraft:snowy_taiga, biomesoplenty:auroral_garden, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_forest, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, terralith:alpha_islands_winter, terralith:alpine_grove, terralith:siberian_grove, terralith:skylands_winter, terralith:snowy_cherry_grove, terralith:snowy_maple_forest, terralith:snowy_shield, terralith:wintry_forest",NONE,0.3
Lopunny palette:summer,28,47,MORNING,Land,minecraft:snowy_beach,NONE,1.0
Lotad,3,14,ANY,"Land, Sweet Scent","minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis",NONE,130.0
Lotad,3,14,ANY,Grass,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis",NONE,130.0
Lotad,3,12,ANY,Sweet Scent,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis",NONE,100.0
Lotad,15,30,ANY,Good Rod,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis, pixelmon:ultra_forest",NONE,130.0
Lotad,3,14,ANY,Curry,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis",NONE,70.0
Loudred,20,40,DAY,Land,"minecraft:jagged_peaks, minecraft:stony_peaks, minecraft:snowy_slopes, minecraft:windswept_hills, minecraft:windswept_gravelly_hills, biomesoplenty:crag, biomesoplenty:highland, biomesoplenty:jade_cliffs, biomeswevegone:howling_peaks, terralith:alpine_highlands, terralith:caldera, terralith:granite_cliffs, terralith:haze_mountain, terralith:highlands, terralith:rocky_mountains, terralith:scarlet_mountains, terralith:stony_spires, terralith:windswept_spires, terralith:yosemite_cliffs",NONE,8.0
Loudred,20,40,DAY,Grass,"minecraft:jagged_peaks, minecraft:stony_peaks, minecraft:snowy_slopes, minecraft:windswept_hills, minecraft:windswept_gravelly_hills, biomesoplenty:crag, biomesoplenty:highland, biomesoplenty:jade_cliffs, biomeswevegone:howling_peaks, terralith:alpine_highlands, terralith:caldera, terralith:granite_cliffs, terralith:haze_mountain, terralith:highlands, terralith:rocky_mountains, terralith:scarlet_mountains, terralith:stony_spires, terralith:windswept_spires, terralith:yosemite_cliffs",NONE,8.0
Loudred,20,40,ANY,Underground,ANY,NONE,5.0
Lucario,31,55,DAY,Land,pixelmon:ultra_desert,NONE,5.0
Lucario,ANY,ANY,ANY,Land,"minecraft:windswept_forest, minecraft:grove, biomesoplenty:fir_clearing, biomesoplenty:hot_springs, biomesoplenty:jade_cliffs, biomeswevegone:dacite_ridges, terralith:alpine_grove, terralith:cloud_forest, terralith:rocky_mountains, terralith:forested_highlands, terralith:haze_mountain, terralith:lush_valley, terralith:yellowstone, terralith:yosemite_lowlands",NONE,0.3
Lucario,31,55,"DAWN, DUSK",Grass,"minecraft:windswept_forest, minecraft:grove, biomesoplenty:fir_clearing, biomesoplenty:hot_springs, biomesoplenty:jade_cliffs, biomeswevegone:dacite_ridges, terralith:alpine_grove, terralith:cloud_forest, terralith:rocky_mountains, terralith:forested_highlands, terralith:haze_mountain, terralith:lush_valley, terralith:yellowstone, terralith:yosemite_lowlands",NONE,0.1
Lucario,31,55,"DAWN, DUSK",Land,"minecraft:windswept_forest, minecraft:grove, biomesoplenty:fir_clearing, biomesoplenty:hot_springs, biomesoplenty:jade_cliffs, biomeswevegone:dacite_ridges, terralith:alpine_grove, terralith:cloud_forest, terralith:rocky_mountains, terralith:forested_highlands, terralith:haze_mountain, terralith:lush_valley, terralith:yellowstone, terralith:yosemite_lowlands",NONE,0.1
Ludicolo,41,53,ANY,Grass,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis",NONE,0.5
Ludicolo,41,53,ANY,Land,"minecraft:swamp, minecraft:mangrove_swamp, biomesoplenty:bayou, biomesoplenty:bog, biomesoplenty:marsh, biomesoplenty:wetland, biomeswevegone:bayou, biomeswevegone:cypress_swamplands, biomeswevegone:cypress_wetlands, terralith:orchid_swamp, terralith:desert_oasis, terralith:red_oasis",NONE,0.5
Ludicolo,35,55,ANY,Super Rod,pixelmon:ultra_forest,NONE,20.0
Lumineon,35,50,ANY,Super Rod,"minecraft:deep_frozen_ocean, minecraft:deep_cold_ocean, minecraft:deep_ocean, minecraft:deep_lukewarm_ocean, minecraft:frozen_ocean, minecraft:ocean, minecraft:cold_ocean, minecraft:lukewarm_ocean, minecraft:warm_ocean","minecraft:snowy_taiga, minecraft:snowy_plains, minecraft:snowy_beach, minecraft:frozen_river, minecraft:frozen_ocean, minecraft:ice_spikes, minecraft:frozen_peaks, biomesoplenty:auroral_garden, biomesoplenty:cold_desert, biomesoplenty:muskeg, biomesoplenty:snowblossom_grove, biomesoplenty:snowy_coniferous_forest, biomesoplenty:snowy_fir_clearing, biomesoplenty:snowy_maple_woods, biomesoplenty:wintry_origin_valley, biomeswevegone:eroded_borealis, biomeswevegone:frosted_coniferous_forest, biomeswevegone:frosted_taiga, biomeswevegone:shattered_glacier, terralith:cold_shrubland, terralith:emerald_peaks, terralith:frozen_cliffs, terralith:glacial_chasm, terralith:gravel_desert, terralith:ice_marsh, terralith:snowy_badlands, terralith:snowy_shield, terralith:wintry_forest, terralith:wintry_lowlands",20.0
Lumineon,32,45,ANY,Good Rod,"minecraft:deep_ocean, minecraft:deep_warm_ocean, minecraft:deep_lukewarm_ocean, minecraft:deep_cold_ocean",NONE,7.0
Lumineon,32,43,ANY,Seafloor,"minecraft:deep_ocean, minecraft:deep_warm_ocean, minecraft:deep_lukewarm_ocean, minecraft:deep_cold_ocean",NONE,10.0
Lunatone form:crescent,20,50,ANY,Land,"minecraft:the_end, minecraft:small_end_islands, minecraft:end_midlands, minecraft:end_highlands, minecraft:end_barrens, biomesoplenty:end_corruption, biomesoplenty:end_reef, biomesoplenty:end_wilds, nullscape:crystal_peaks, nullscape:shadowlands, nullscape:void_barrens",NONE,0.4
Lunatone form:crescent,20,50,ANY,Underground,ANY,NONE,0.4
Lunatone form:crescent,20,50,"DUSK, NIGHT",Land,"minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,0.4
Lunatone form:full,20,50,"DUSK, NIGHT",Land,"minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,0.4
Lunatone form:full,20,50,ANY,Underground,ANY,NONE,0.4
Lunatone form:full,20,50,ANY,Land,"minecraft:the_end, minecraft:small_end_islands, minecraft:end_midlands, minecraft:end_highlands, minecraft:end_barrens, biomesoplenty:end_corruption, biomesoplenty:end_reef, biomesoplenty:end_wilds, nullscape:crystal_peaks, nullscape:shadowlands, nullscape:void_barrens",NONE,0.4
Lunatone form:gibbous,20,50,"DUSK, NIGHT",Grass,minecraft:wooded_badlands,NONE,8.0
Lunatone form:gibbous,20,50,ANY,Curry,minecraft:wooded_badlands,NONE,1.0
Lunatone form:gibbous,20,50,"DUSK, NIGHT",Land,"minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,0.4
Lunatone form:gibbous,20,50,ANY,Land,"minecraft:the_end, minecraft:small_end_islands, minecraft:end_midlands, minecraft:end_highlands, minecraft:end_barrens, biomesoplenty:end_corruption, biomesoplenty:end_reef, biomesoplenty:end_wilds, nullscape:crystal_peaks, nullscape:shadowlands, nullscape:void_barrens",NONE,0.4
Lunatone form:gibbous,20,50,ANY,Underground,ANY,NONE,0.4
Lunatone form:gibbous,20,50,"DUSK, NIGHT",Cave Rock,ANY,NONE,0.5
Lunatone form:new_moon,20,50,ANY,Underground,ANY,NONE,0.4
Lunatone form:new_moon,20,50,"DUSK, NIGHT",Land,"minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,0.4
Lunatone form:new_moon,20,50,ANY,Land,"minecraft:the_end, minecraft:small_end_islands, minecraft:end_midlands, minecraft:end_highlands, minecraft:end_barrens, biomesoplenty:end_corruption, biomesoplenty:end_reef, biomesoplenty:end_wilds, nullscape:crystal_peaks, nullscape:shadowlands, nullscape:void_barrens",NONE,0.4
Lunatone form:quarter,20,50,"DUSK, NIGHT",Land,"minecraft:badlands, minecraft:eroded_badlands, minecraft:wooded_badlands, biomeswevegone:red_rock_paeks, biomeswevegone:red_rock_valley, terralith:ancient_sands, terralith:bryce_canyon, terralith:painted_mountains, terralith:red_oasis, terralith:white_mesa",NONE,0.4
Lunatone form:quarter,20,50,ANY,Land,"minecraft:the_end, minecraft:small_end_islands, minecraft:end_midlands, minecraft:end_highlands, minecraft:end_barrens, biomesoplenty:end_corruption, biomesoplenty:end_reef, biomesoplenty:end_wilds, nullscape:crystal_peaks, nullscape:shadowlands, nullscape:void_barrens",NONE,0.4
Lunatone form:quarter,20,50,ANY,Underground,ANY,NONE,0.4
Lurantis,34,50,"DAWN, DUSK","Land, Tree Top","minecraft:bamboo_jungle, minecraft:jungle, minecraft:sparse_jungle, biomesoplenty:floodplain, biomesoplenty:fungal_jungle, biomesoplenty:rainforest, biomesoplenty:rocky_rainforest, biomesoplenty:tropics, biomeswevegone:fragment_jungle, biomeswevegone:jacaranda_jungle, biomeswevegone:tropical_rainforest, terralith:amethyst_canyon, terralith:amethyst_rainforest, terralith:jungle_mountains, terralith:rocky_jungle, terralith:skylands_summer, terralith:tropical_jungle",NONE,0.5
